NDC_Code,number_of_prescriptions,drug_name,average_billed_amount,median_billed_amount,average_paid_amount,average_allowed_amount,average_days_supply,average_quantity_dispensed
86555-376-89,1,ERYTHROMYCIN ETHYLSUCCINATE,533.76,533.76,496.61,496.61,30.0,44.0
86558-805-36,1,CEFTRIAXONE,593.43,593.43,558.77,558.77,30.0,26.0
86578-463-17,1,ZOSYN,256.78,256.78,235.33,235.33,30.0,26.0
86604-449-29,1,NAFCILLIN SODIUM,561.71,561.71,419.98,419.98,30.0,32.0
86641-129-97,1,ZITHROMAX TRI-PAK,1999.88,1999.88,1899.45,1899.45,90.0,105.0
86690-580-61,1,ZINACEF,614.58,614.58,583.78,583.78,30.0,41.0
86751-209-46,1,AMPICILLIN TRIHYDRATE,921.52,921.52,623.19,623.19,30.0,38.0
86757-995-62,1,HALOPERIDOL,1056.95,1056.95,744.0,744.0,90.0,112.0
86837-822-68,1,GENTAMICIN SULFATE IN NS,344.86,344.86,289.82,289.82,30.0,27.0
86849-956-43,1,VANCOMYCIN HCL,919.13,919.13,868.01,868.01,90.0,100.0
86890-209-74,1,ARISTADA,482.42,482.42,363.39,363.39,30.0,38.0
86923-102-37,1,HALDOL,45.9,45.9,28.28,28.28,30.0,35.0
86929-326-54,1,INVEGA,378.37,378.37,324.9,324.9,30.0,39.0
86944-448-30,1,MOXIFLOXACIN,664.55,664.55,480.85,480.85,30.0,34.0
86960-719-63,1,VANCOMYCIN HCL,956.01,956.01,583.37,583.37,60.0,65.0
86988-357-49,1,SEYSARA,400.94,400.94,362.66,362.66,30.0,43.0
87010-749-89,1,IBUDONE,635.85,635.85,458.67,458.67,30.0,26.0
87016-763-96,1,SPECTRACEF,291.81,291.81,209.54,209.54,30.0,32.0
87031-320-70,1,VIBRAMYCIN,66.74,66.74,58.01,58.01,60.0,88.0
87036-490-21,1,FETROJA,789.2,789.2,645.57,645.57,30.0,37.0
87047-691-66,1,MAXIPIME,1054.83,1054.83,960.52,960.52,60.0,56.0
87141-868-52,1,FIORINAL WITH CODEINE #3,471.23,471.23,389.05,389.05,30.0,26.0
87143-516-11,2,CEFEPIME-DEXTROSE,617.91,617.91,431.54,431.54,30.0,27.0
87149-266-89,1,TREZIX,444.35,444.35,374.26,374.26,30.0,27.0
87165-337-17,1,E.E.S. 400,847.55,847.55,728.4,728.4,30.0,41.0
87191-205-12,1,TYLENOL-CODEINE NO.4,399.95,399.95,346.3,346.3,60.0,64.0
87340-593-89,1,AMOX TR-POTASSIUM CLAVULANATE,440.58,440.58,374.51,374.51,30.0,28.0
87355-736-46,1,BUTALBITAL COMPOUND-CODEINE,614.74,614.74,448.98,448.98,30.0,26.0
87372-582-55,1,SYNALGOS-DC,798.42,798.42,578.83,578.83,30.0,38.0
87484-447-21,1,AZACTAM,1489.65,1489.65,2089.04,1368.28,60.0,68.0
87536-549-21,1,CLARITHROMYCIN ER,322.22,322.22,253.85,253.85,30.0,25.0
87540-423-24,1,TRAMADOL HCL,1418.86,1418.86,1077.78,1077.78,60.0,89.0
87657-808-27,1,GENTAMICIN SULFATE IN NS,287.62,287.62,235.71,235.71,30.0,32.0
87667-920-50,1,FURADANTIN,331.72,331.72,285.29,285.29,30.0,27.0
87678-425-20,1,STAGESIC,87.6,87.6,52.89,52.89,30.0,30.0
87680-800-39,1,NORCO,539.01,539.01,471.83,471.83,30.0,37.0
87682-210-76,1,CEFOTETAN & DEXTROSE,2435.74,2435.74,2173.39,2173.39,90.0,119.0
87727-718-49,1,SAPHRIS,530.37,530.37,405.62,405.62,30.0,36.0
87777-480-17,1,VRAYLAR,384.59,384.59,298.55,298.55,30.0,26.0
87779-892-26,1,CEFTRIAXONE,988.54,988.54,820.53,820.53,60.0,66.0
87802-228-71,1,FORTAZ,675.77,675.77,480.54,480.54,30.0,38.0
87816-125-57,1,FIORICET WITH CODEINE,747.88,747.88,551.65,551.65,30.0,33.0
87829-808-36,1,AZITHROMYCIN,991.28,991.28,660.44,660.44,60.0,53.0
87881-998-78,1,ROCEPHIN,520.82,520.82,489.56,489.56,60.0,84.0
87891-575-97,1,PIMOZIDE,218.59,218.59,144.34,144.34,30.0,24.0
87916-907-82,1,CLEOCIN PALMITATE,407.73,407.73,260.98,260.98,30.0,32.0
87923-934-78,1,ERYTHROCIN LACTOBIONATE,500.59,500.59,374.28,374.28,30.0,29.0
87924-302-61,1,HYDROMORPHONE ER,686.49,686.49,464.51,464.51,30.0,35.0
87985-965-52,1,AVELOX IV,1816.92,1816.92,1282.67,1282.67,60.0,86.0
88010-885-20,1,XTAMPZA ER,826.1,826.1,504.49,504.49,60.0,55.0
88075-705-36,1,DAPTOMYCIN-0.9% NACL,436.35,436.35,356.28,356.28,60.0,55.0
88194-620-11,1,MONODOX,962.24,962.24,817.43,817.43,30.0,43.0
88197-247-92,1,AMIKACIN SULFATE,878.25,878.25,795.4,795.4,30.0,40.0
88211-795-91,1,MOXIFLOXACIN,548.79,548.79,493.66,493.66,60.0,60.0
88235-129-76,1,CEFACLOR,649.14,649.14,391.23,391.23,30.0,27.0
88259-385-53,1,HYDROCODONE BITARTRATE ER,1691.92,1691.92,1358.54,1358.54,60.0,79.0
88320-669-31,1,ZOLVIT,20.38,20.38,14.08,14.08,30.0,35.0
88331-619-86,1,OXACILLIN,107.88,107.88,68.35,68.35,60.0,63.0
88332-636-43,1,CLARITHROMYCIN ER,957.05,957.05,847.34,847.34,60.0,60.0
88347-281-14,1,AVINZA,58.95,58.95,38.34,38.34,30.0,33.0
88347-735-35,1,XYLON 10,1058.67,1058.67,826.85,826.85,60.0,51.0
88393-454-26,1,TEFLARO,611.5,611.5,519.68,519.68,30.0,25.0
88407-208-97,1,CLEOCIN PALMITATE,381.65,381.65,262.5,262.5,30.0,37.0
88416-978-78,1,LORTAB,2028.48,2028.48,1365.76,1365.76,90.0,90.0
88419-106-93,1,ACETAMIN-CAFF-DIHYDROCODEINE,826.19,826.19,752.24,752.24,60.0,66.0
88450-228-66,1,PERPHENAZINE,1910.79,1910.79,1727.72,1727.72,60.0,79.0
88475-719-39,1,HALOPERIDOL DECANOATE 100,517.94,517.94,322.39,322.39,30.0,36.0
88483-452-22,1,SYNALGOS-DC,166.24,166.24,125.09,125.09,60.0,65.0
88539-416-50,1,AMOXICILLIN-CLAVULANATE POTASS,278.91,278.91,247.53,247.53,60.0,76.0
88560-370-70,1,HYDROMORPHONE ER,684.9,684.9,468.93,468.93,30.0,40.0
88564-987-96,1,CEDAX,28.8,28.8,24.81,24.81,30.0,40.0
88573-557-69,1,XODOL 5-300,566.43,566.43,349.07,349.07,30.0,28.0
88592-251-69,1,LINEZOLID,743.02,743.02,481.21,481.21,30.0,32.0
88628-948-13,1,AMOX TR-POTASSIUM CLAVULANATE,27.45,27.45,21.92,21.92,90.0,90.0
88679-241-80,1,AMIKACIN SULFATE,553.63,553.63,369.42,369.42,30.0,36.0
88700-776-82,1,CEFACLOR ER,648.95,648.95,547.47,547.47,30.0,45.0
88859-313-30,1,DAXBIA,202.5,202.5,163.67,163.67,30.0,27.0
88878-858-43,1,ZYDONE,152.33,152.33,122.81,122.81,30.0,29.0
88922-811-43,1,BICILLIN L-A,768.65,768.65,570.33,570.33,30.0,34.0
88924-241-40,1,CEFEPIME HCL,780.66,780.66,578.04,578.04,90.0,94.0
88927-234-50,1,LEVAQUIN,24.68,24.68,21.81,21.81,60.0,65.0
88928-851-33,1,CODEINE SULFATE,772.56,772.56,495.92,495.92,30.0,39.0
88936-980-54,1,TYLENOL-CODEINE NO.3,849.45,849.45,696.84,696.84,30.0,41.0
88963-173-66,1,ABILIFY DISCMELT,397.33,397.33,321.95,321.95,30.0,25.0
88964-551-72,1,DISKETS,2681.98,2681.98,2321.44,2321.44,90.0,121.0
89026-427-93,1,TREZIX,804.78,804.78,510.0,510.0,60.0,72.0
89066-178-70,1,FURADANTIN,160.09,160.09,116.65,116.65,30.0,43.0
89107-766-82,1,LINEZOLID-D5W,1507.53,1507.53,1409.63,1409.63,90.0,102.0
89109-906-83,1,OFLOXACIN,699.35,699.35,566.83,566.83,30.0,38.0
89120-812-93,1,CEFEPIME,239.64,239.64,174.6,174.6,30.0,34.0
89217-386-47,1,OXYCODONE-ACETAMINOPHEN,275.83,275.83,169.48,169.48,30.0,37.0
89253-581-89,1,XENLETA,222.5,222.5,207.02,207.02,90.0,74.0
89320-770-76,1,TRAMADOL HCL ER,185.33,185.33,112.06,112.06,30.0,44.0
89351-485-97,1,LOXITANE,564.64,564.64,481.76,481.76,30.0,41.0
89364-161-73,1,MORPHINE SULFATE,332.18,332.18,239.0,239.0,30.0,39.0
89427-639-25,1,LURASIDONE HCL,439.9,439.9,356.53,356.53,30.0,45.0
89477-889-14,1,LAZANDA,469.28,469.28,343.67,343.67,30.0,29.0
89589-360-92,1,CEFPROZIL,704.55,704.55,606.92,606.92,30.0,31.0
89598-266-62,1,OXYMORPHONE HCL ER,2371.98,2371.98,1604.05,1604.05,90.0,132.0
89600-876-93,1,DEMEROL,422.29,422.29,289.03,289.03,60.0,49.0
89606-297-38,1,TINIDAZOLE,371.34,371.34,306.67,306.67,90.0,97.0
89640-988-35,1,OXAYDO,195.6,195.6,185.58,185.58,30.0,40.0
89654-327-65,1,CO-GESIC,640.7,640.7,604.73,604.73,30.0,29.0
89654-643-40,1,ERYTHROMYCIN,72.92,72.92,49.34,49.34,30.0,32.0
89808-242-60,1,DEMEROL,450.89,450.89,395.7,395.7,90.0,119.0
89819-190-73,1,DURAGESIC,346.84,346.84,253.29,253.29,90.0,130.0
89820-183-11,1,PIPERACILLIN-TAZOBACTAM,1053.38,1053.38,973.8,973.8,30.0,45.0
89827-647-83,1,STAGESIC,178.17,178.17,133.52,133.52,60.0,67.0
89837-978-10,1,AVYCAZ,923.0,923.0,611.04,611.04,90.0,128.0
89963-554-41,1,TYLENOL-CODEINE NO.3,85.28,85.28,72.61,72.61,30.0,28.0
89966-727-38,1,DAPTOMYCIN-0.9% NACL,563.21,563.21,382.69,382.69,30.0,45.0
90065-102-67,1,TOBRAMYCIN SULFATE,291.3,291.3,247.44,247.44,30.0,26.0
90161-739-13,1,AVELOX,132.76,132.76,123.54,123.54,30.0,32.0
90168-736-81,1,CEFPODOXIME PROXETIL,1033.93,1033.93,658.93,658.93,30.0,42.0
90213-368-52,1,CLEOCIN PHOSPHATE IN D5W,1082.42,1082.42,737.57,737.57,60.0,60.0
90239-332-65,1,SULFADIAZINE,1795.42,1795.42,1139.33,1139.33,60.0,87.0
90299-686-91,1,CLEOCIN PHOSPHATE,174.86,174.86,160.18,160.18,30.0,31.0
90334-185-36,1,OXECTA,1260.19,1260.19,943.63,943.63,60.0,56.0
90364-583-43,1,MINOLIRA ER,2687.87,2687.87,2492.22,2492.22,90.0,135.0
90380-979-44,1,LINEZOLID-D5W,257.77,257.77,225.68,225.68,30.0,32.0
90397-649-98,1,UZEDY,143.62,143.62,128.26,128.26,30.0,36.0
90412-205-89,1,NUZYRA,1172.9,1172.9,1082.58,1082.58,60.0,63.0
90451-390-80,1,LORCET PLUS,466.57,466.57,333.81,333.81,30.0,27.0
90455-171-48,1,VANCOMYCIN,606.25,606.25,493.97,493.97,30.0,43.0
90487-452-54,1,MOXIFLOXACIN,2840.06,2840.06,2243.83,2243.83,90.0,127.0
90574-695-55,1,SIVEXTRO,1620.96,1620.96,1496.05,1496.05,90.0,117.0
90580-476-30,1,FORTAZ IN ISO-OSMOTIC DEXTROSE,407.03,407.03,318.19,318.19,30.0,32.0
90629-388-69,1,HYDROCODONE BIT-IBUPROFEN,487.35,487.35,425.09,425.09,30.0,43.0
90637-355-72,1,FLAGYL ER,699.36,699.36,496.59,496.59,30.0,40.0
90645-637-98,1,RYZOLT,36560.8172303338,36560.8172303338,301.82,301.82,30.0,35.0
90667-823-11,1,FLUPHENAZINE DECANOATE,267.01,267.01,241.01,241.01,30.0,42.0
90750-992-34,1,OXYCODONE HCL,782.56,782.56,592.99,592.99,60.0,71.0
90752-624-79,1,PENICILLIN G SODIUM,786.52,786.52,727.66,727.66,30.0,38.0
90763-811-86,1,DOLOPHINE HCL,1548.39,1548.39,1357.95,1357.95,60.0,74.0
90793-224-63,1,OXYMORPHONE HCL ER,387.42,387.42,286.72,286.72,30.0,26.0
90846-518-65,1,VANCOMYCIN HCL,849.48,849.48,699.61,699.61,30.0,37.0
90911-127-97,1,SULFATRIM,-1609.88,-1609.88,1212.2,1212.2,60.0,73.0
90946-242-17,1,AVELOX ABC PACK,137.22,137.22,125.16,125.16,60.0,50.0
90963-188-72,1,CEFAZOLIN SODIUM,768.73,768.73,665.95,665.95,30.0,42.0
90988-198-65,1,MONODOX,1361.85,1361.85,884.66,884.66,60.0,61.0
91006-558-47,1,MAXIDONE,593.37,593.37,482.75,482.75,30.0,37.0
91029-977-72,1,MEROPENEM,682.65,682.65,590.6,590.6,30.0,41.0
91054-477-13,1,CEFTRIAXONE,2350.05,2350.05,1782.22,1782.22,90.0,103.0
91120-623-35,1,FORTAZ,315.32,315.32,192.17,192.17,30.0,26.0
91122-922-64,1,ROXICET,1251.28,1251.28,804.32,804.32,90.0,83.0
91208-560-97,1,DILAUDID,577.74,577.74,536.21,536.21,30.0,37.0
91228-486-35,1,CLINDAMYCIN HCL,1588.81,1588.81,1135.83,1135.83,60.0,90.0
91251-635-63,1,ZIPRASIDONE MESYLATE,201.51,201.51,155.46,155.46,30.0,27.0
91276-736-11,1,ARIPIPRAZOLE ODT,140.81,140.81,101.44,101.44,30.0,31.0
91299-445-34,1,ERYTHROMYCIN-SULFISOXAZOLE,1401.37,1401.37,1007.18,1007.18,90.0,83.0
91323-817-47,1,VICODIN HP,920.52,920.52,629.51,629.51,60.0,59.0
91382-505-34,1,CARISOPRODOL COMPOUND-CODEINE,685.62,685.62,547.23,547.23,30.0,37.0
91418-800-49,1,ARIPIPRAZOLE,2340.19,2340.19,2126.09,2126.09,90.0,119.0
91471-144-79,1,SPECTRACEF,720.47,720.47,452.86,452.86,30.0,30.0
91492-793-31,1,AMOXICILLIN-CLAVULANATE ER,260.44,260.44,207.35,207.35,60.0,76.0
91517-568-76,1,GEODON,560.36,560.36,507.69,507.69,90.0,105.0
91548-828-43,1,OPANA ER,317.99,317.99,219.34,219.34,30.0,32.0
91582-994-36,1,FLAGYL ER,637.18,637.18,544.86,544.86,30.0,31.0
91587-368-22,1,SOLODYN,26179.4210202993,26179.4210202993,239.03,239.03,60.0,65.0
91588-854-23,1,HALOPERIDOL,169.16,169.16,108.83,108.83,30.0,40.0
91627-744-78,1,OXYMORPHONE HCL ER,831.76,831.76,627.22,627.22,30.0,40.0
91661-738-77,1,AMPICILLIN-SULBACTAM,899.73,899.73,610.85,610.85,30.0,43.0
91672-857-49,1,CEFTIBUTEN,924.64,924.64,643.49,643.49,30.0,38.0
91689-250-61,1,INVEGA,1285.72,1285.72,1205.37,1205.37,60.0,52.0
91726-393-33,1,AMPICILLIN-SULBACTAM,551.23,551.23,434.69,434.69,30.0,39.0
91733-340-39,1,VANCOMYCIN HCL,561.28,561.28,494.4,494.4,30.0,41.0
91836-333-34,1,OXYCODONE-ASPIRIN,211.62,211.62,167.65,167.65,30.0,30.0
91855-183-75,1,OXACILLIN,350.03,350.03,245.99,245.99,30.0,26.0
91897-324-27,1,CEFADROXIL,697.7,697.7,523.53,523.53,30.0,37.0
91898-704-87,1,CLEOCIN HCL,1449.35,1449.35,996.8,996.8,90.0,107.0
91914-240-48,1,RISPERDAL,506.04,506.04,347.37,347.37,30.0,41.0
91929-472-44,1,VICODIN,241.56,241.56,149.59,149.59,30.0,35.0
91965-981-24,1,CEFDINIR,18.92,18.92,14.03,14.03,60.0,60.0
92008-539-13,1,XTAMPZA ER,322.47,322.47,211.24,211.24,30.0,36.0
92047-408-21,1,AVELOX,209.57,209.57,195.72,195.72,30.0,40.0
92048-358-46,1,FORTAZ IN ISO-OSMOTIC DEXTROSE,886.78,886.78,553.68,553.68,90.0,73.0
92054-166-34,1,OXECTA,662.44,662.44,554.54,554.54,60.0,81.0
92057-404-25,1,CLOZARIL,611.41,611.41,578.66,578.66,90.0,75.0
92073-380-42,1,RYBIX ODT,516.57,516.57,388.05,388.05,90.0,104.0
92136-960-13,1,CAPLYTA,1219.88,1219.88,909.88,909.88,60.0,54.0
92144-461-79,1,ERYPED 200,382.46,382.46,300.78,300.78,30.0,35.0
92151-217-15,1,MEROPENEM-0.9% NACL,2247.0,2247.0,1712.22,1712.22,90.0,97.0
92225-454-33,1,PRIMSOL,163.93,163.93,102.3,102.3,60.0,68.0
92264-293-24,1,PCE,2077.99,2077.99,1903.83,1903.83,90.0,134.0
92268-947-80,1,TOBI,388.38,388.38,246.91,246.91,30.0,35.0
92298-472-48,1,STREPTOMYCIN SULFATE,404.75,404.75,313.86,313.86,30.0,40.0
92335-396-51,1,ERYTHROMYCIN ETHYLSUCCINATE,49.69,49.69,44.77,44.77,30.0,32.0
92405-373-74,1,BUTALBITAL COMPOUND-CODEINE,85.76,85.76,55.89,55.89,30.0,45.0
92406-829-35,1,ENDODAN,1008.36,1008.36,921.82,921.82,60.0,69.0
92448-824-59,1,ZIPRASIDONE MESYLATE,733.18,733.18,695.11,695.11,60.0,81.0
92480-731-64,1,HALDOL DECANOATE 50,183.08,183.08,115.61,115.61,30.0,35.0
92510-827-93,1,AVELOX ABC PACK,755.69,755.69,664.43,664.43,30.0,41.0
92529-431-44,1,TARGADOX,2200.01,2200.01,1811.13,1811.13,90.0,91.0
92573-958-91,1,RISPERDAL,1240.64,1240.64,1156.67,1156.67,60.0,65.0
92604-492-17,1,PIMOZIDE,102.59,102.59,65.5,65.5,30.0,32.0
92608-977-31,1,CEFTAZIDIME,714.57,714.57,495.92,495.92,30.0,45.0
92688-397-83,1,DOXY 100,845.03,845.03,779.39,779.39,30.0,44.0
92703-518-96,1,FLAGYL,2176.11,2176.11,1424.12,1424.12,90.0,112.0
92866-657-16,1,TRAMADOL HCL,896.71,896.71,732.02,732.02,30.0,36.0
92906-211-47,1,BACTRIM DS,573.66,573.66,465.51,465.51,60.0,86.0
93002-396-57,1,FLAGYL,481.28,481.28,324.84,324.84,30.0,26.0
93011-736-50,1,ZIPRASIDONE HCL,267.26,267.26,216.87,216.87,30.0,43.0
93041-337-69,1,AMOXICILLIN-CLAVULANATE POT ER,208.77,208.77,178.15,178.15,60.0,57.0
93090-839-54,1,PENICILLIN GK-ISO-OSM DEXTROSE,500.57,500.57,338.86,338.86,30.0,32.0
93098-512-34,1,ACTIQ,495.61,495.61,405.13,405.13,30.0,33.0
93127-982-49,1,ENDODAN,430.44,430.44,275.79,275.79,30.0,25.0
93141-805-35,1,ABILIFY,132.05,132.05,121.02,121.02,30.0,31.0
93175-480-74,1,ZYVOX,905.72,905.72,842.48,842.48,30.0,40.0
93181-883-34,1,VANCOMYCIN,261.69,261.69,226.47,226.47,60.0,80.0
93189-837-12,1,VANCOMYCIN,370.1,370.1,306.94,306.94,30.0,45.0
93229-510-42,1,CARISOPRODOL COMPOUND-CODEINE,920.95,920.95,610.49,610.49,30.0,40.0
93288-707-96,1,DIFICID,631.04,631.04,426.06,426.06,30.0,31.0
93298-336-38,1,VANCOMYCIN,515.61,515.61,323.45,323.45,30.0,44.0
93303-756-33,1,LINCOCIN,237.33,237.33,177.94,177.94,60.0,54.0
93338-522-63,1,FANAPT,1462.65,1462.65,997.42,997.42,90.0,122.0
93372-566-98,1,CEFPODOXIME PROXETIL,65.2,65.2,51.09,51.09,30.0,30.0
93444-593-33,1,CEFEPIME,448.89,448.89,416.73,416.73,30.0,31.0
93456-281-51,1,OXACILLIN SODIUM,789.41,789.41,727.65,727.65,30.0,37.0
93462-949-32,1,CEFADROXIL,829.38,829.38,649.84,649.84,30.0,44.0
93480-177-52,1,CEFEPIME HCL,52.16,52.16,31.84,31.84,30.0,35.0
93522-396-33,1,CEFDITOREN PIVOXIL,288.75,288.75,224.54,224.54,30.0,38.0
93563-517-48,1,CO-GESIC,779.59,779.59,480.48,480.48,30.0,35.0
93572-937-89,1,ERYTHROMYCIN ETHYLSUCCINATE,135.89,135.89,121.81,121.81,30.0,25.0
93574-305-52,1,VRAYLAR,505.96,505.96,478.43,478.43,90.0,121.0
93595-549-33,1,TOBRAMYCIN SULFATE,125.84,125.84,112.09,112.09,30.0,27.0
93602-930-67,1,HALOPERIDOL DECANOATE,228.75,228.75,198.79,198.79,30.0,32.0
93653-979-81,1,PERCODAN,402.08,402.08,295.11,295.11,30.0,41.0
93717-937-51,1,FENTANYL,68.24,68.24,51.39,51.39,30.0,24.0
93726-811-16,1,PENTAZOCINE-ACETAMINOPHEN,181.38,181.38,131.78,131.78,30.0,24.0
93727-313-45,1,CEFADROXIL,204.45,204.45,181.51,181.51,30.0,35.0
93753-810-33,1,ERYTHROMYCIN,22.47,22.47,13.6,13.6,30.0,37.0
93769-745-68,1,DOXY 100,1114.29,1114.29,966.43,966.43,90.0,82.0
93833-911-21,1,AMOXICILLIN-CLAVULANATE ER,300.35,300.35,263.48,263.48,30.0,36.0
93835-913-45,1,HYDROCODONE BITARTRATE ER,295.43,295.43,226.52,226.52,30.0,41.0
93948-715-84,1,CEFUROXIME,358.64,358.64,244.75,244.75,30.0,32.0
94032-789-37,1,BUTALB-CAFF-ACETAMINOPH-CODEIN,540.65,540.65,466.94,466.94,90.0,78.0
94048-133-60,1,MS CONTIN,192.78,192.78,135.88,135.88,30.0,43.0
94049-724-46,1,DISKETS,361.48,361.48,223.74,223.74,60.0,82.0
94085-860-96,1,FORTAZ,1498.3,1498.3,1301.28,1301.28,60.0,73.0
94157-299-12,1,SEROQUEL,1052.65,1052.65,855.9,855.9,60.0,71.0
94161-399-90,1,VICODIN ES,479.54,479.54,419.78,419.78,30.0,42.0
94169-492-64,1,ASCOMP WITH CODEINE,172.61,172.61,151.67,151.67,30.0,24.0
94171-546-71,1,OXYCODONE HCL-ASPIRIN,277.91,277.91,195.48,195.48,30.0,24.0
94172-895-98,1,BUTALB-CAFF-ACETAMINOPH-CODEIN,1123.65,1123.65,683.12,683.12,60.0,76.0
94264-977-55,1,LINEZOLID-0.9% NACL,280.74,280.74,198.81,198.81,60.0,88.0
94297-604-88,1,TYGACIL,84.36,84.36,54.08,54.08,30.0,31.0
94307-142-90,1,CEFOTETAN & DEXTROSE,1141.87,1141.87,725.74,725.74,90.0,108.0
94307-738-26,1,SYNALGOS-DC,229.07,229.07,189.63,189.63,30.0,36.0
94324-621-17,1,FIRVANQ,687.1,687.1,520.9,520.9,30.0,41.0
94326-408-27,1,ZIPRASIDONE HCL,578.47,578.47,374.11,374.11,30.0,38.0
94406-883-83,1,MOXATAG,725.3,725.3,546.67,546.67,30.0,41.0
94429-899-87,1,PERSERIS,215.29,215.29,156.65,156.65,30.0,32.0
94453-393-41,1,AZTREONAM,1458.61,1458.61,1119.4,1119.4,60.0,62.0
94506-650-62,1,CLINDAMYCIN PHOSPHATE,578.4,578.4,508.01,508.01,30.0,24.0
94575-336-88,1,CO-GESIC,2701.3,2701.3,2170.6,2170.6,90.0,123.0
94581-419-53,1,ENDOCET,1003.04,1003.04,912.63,912.63,30.0,41.0
94615-272-28,1,TYLENOL-CODEINE NO.4,88.91,88.91,83.65,83.65,60.0,70.0
94628-287-43,1,OXECTA,905.4,905.4,752.75,752.75,30.0,40.0
94661-436-43,1,TOBRAMYCIN SULFATE,495.85,495.85,326.92,326.92,60.0,86.0
94697-668-12,1,BUTALB-ACETAMINOPH-CAFF-CODEIN,1603.79,1603.79,1463.71,1463.71,60.0,68.0
94732-495-85,1,DIHYDROCODEIN-ACETAMINOPH-CAFF,1018.19,1018.19,771.12,771.12,90.0,93.0
94747-437-34,1,ERYTHROMYCIN ETHYLSUCCINATE,702.7,702.7,534.46,534.46,30.0,39.0
94818-271-61,1,TETRACYCLINE HCL,176.93,176.93,119.23,119.23,30.0,38.0
94824-697-47,2,CLOZARIL,178.03,178.03,143.39,143.39,30.0,40.0
94840-709-29,1,OXECTA,224.47,224.47,209.69,209.69,30.0,38.0
94868-409-55,2,MEROPENEM,783.17,783.17,560.22,560.22,60.0,63.0
94887-789-43,1,AMIKACIN SULFATE,1016.84,1016.84,841.48,841.48,60.0,85.0
94896-319-52,1,PENICILLIN G SODIUM,255.72,255.72,211.72,211.72,30.0,29.0
95031-671-84,1,FORTAZ IN ISO-OSMOTIC DEXTROSE,611.77,611.77,371.91,371.91,60.0,74.0
95056-376-20,1,DORIPENEM,630.44,630.44,598.2,598.2,30.0,36.0
95075-256-64,1,RISPERIDONE ER,1057.51,1057.51,846.6,846.6,60.0,63.0
95075-364-61,1,HYDROCODONE-IBUPROFEN,861.07,861.07,645.05,645.05,30.0,42.0
95078-263-41,1,ARISTADA,309.05,309.05,256.62,256.62,30.0,40.0
95201-333-56,1,TEFLARO,350.25,350.25,285.69,285.69,30.0,29.0
95233-378-67,1,PRIMSOL,1591.43,1591.43,1343.02,1343.02,60.0,80.0
95294-252-23,1,CEFEPIME-DEXTROSE,547.4,547.4,356.87,356.87,30.0,40.0
95300-445-29,1,CLOZAPINE ODT,1092.33,1092.33,761.5,761.5,90.0,120.0
95305-388-16,1,BUTORPHANOL TARTRATE,128.91,128.91,83.54,83.54,60.0,52.0
95310-139-41,1,VANCOMYCIN HCL-D5W,1553.25,1553.25,1013.16,1013.16,90.0,120.0
95370-174-51,1,CEFAZOLIN SODIUM,420.02,420.02,389.74,389.74,60.0,51.0
95381-857-92,1,CLEOCIN PALMITATE,728.47,728.47,524.11,524.11,60.0,58.0
95399-932-98,1,VANCOMYCIN HCL-0.9% NACL,57.26,57.26,45.35,45.35,30.0,32.0
95405-182-17,1,NUCYNTA ER,179.9,179.9,143.58,143.58,30.0,27.0
95421-383-85,1,ABILIFY ASIMTUFII,510.68,510.68,325.47,325.47,60.0,50.0
95490-678-23,1,DIHYDROCODEIN-ACETAMINOPH-CAFF,264.28,264.28,210.18,210.18,30.0,30.0
95493-817-21,1,MINOLIRA ER,1500.93,1500.93,1230.02,1230.02,90.0,117.0
95538-762-15,1,MEROPENEM-0.9% NACL,96.88,96.88,72.93,72.93,60.0,61.0
95570-658-48,1,FOSFOMYCIN TROMETHAMINE,88.13,88.13,69.47,69.47,30.0,34.0
95608-799-29,1,ABILIFY MYCITE,670.41,670.41,623.28,623.28,30.0,31.0
95611-700-13,1,HYDROMORPHONE HCL,49.79,49.79,44.38,44.38,90.0,122.0
95624-496-16,2,ZITHROMAX TRI-PAK,242.57,242.57,152.11,152.11,30.0,28.0
95634-238-28,1,ACTIQ,431.78,431.78,384.9,384.9,30.0,32.0
95656-864-40,1,VIBRAMYCIN,578.25,578.25,412.03,412.03,60.0,55.0
95800-581-68,1,CARISOPRODOL COMPOUND-CODEINE,743.73,743.73,534.18,534.18,60.0,64.0
95811-124-94,1,TYLENOL-CODEINE NO.4,547.84,547.84,370.31,370.31,60.0,66.0
95818-445-28,1,FLUPHENAZINE DECANOATE,131.56,131.56,102.5,102.5,30.0,34.0
95869-923-74,1,BUTALB-CAFF-ACETAMINOPH-CODEIN,511.23,511.23,419.55,419.55,30.0,24.0
95929-704-47,1,LEVORPHANOL TARTRATE,206.12,206.12,172.05,172.05,30.0,41.0
95930-993-58,1,VIBRAMYCIN,1063.24,1063.24,757.26,757.26,60.0,50.0
95969-823-67,1,VABOMERE,340.57,340.57,320.95,320.95,30.0,31.0
96092-293-46,1,CAPLYTA,42.5,42.5,26.05,26.05,30.0,41.0
96101-363-59,1,IMIPENEM-CILASTATIN SODIUM,198.92,198.92,139.97,139.97,30.0,39.0
96102-921-31,1,FANAPT,2245.87,2245.87,1494.96,1494.96,90.0,104.0
96118-509-82,1,PERPHENAZINE-AMITRIPTYLINE,170.96,170.96,109.03,109.03,30.0,30.0
